,incident_id,cc_code,timestamp,description,latitude,longitude,district,freeway_nmbr,freeway_direction,state_postmile,abs_postmile,duration,up_id,up_lanes,up_distance,up_latitude,up_longitude,down_id,down_lanes,down_distance,down_latitude,down_longitude,active_onramp,active_offramp
16,16202655,SAHB,2016-01-18 16:40:00,1183-Trfc Collision-Unkn Inj,38.637933,-121.405417,3.0,80,W,M8.982,92.9,55.0,313487,2,0.2049999999999983,38.638915,-121.402197,316032,3,-0.4550000000000125,38.637542,-121.414023,False,True
17,16202847,SAHB,2016-01-18 18:20:00,1183-Trfc Collision-Unkn Inj,38.648943,-121.373997,3.0,80,W,R11.162,94.8,80.0,313368,6,0.5,38.65368,-121.368403,314165,2,-0.5949999999999989,38.645422,-121.3844,False,False
18,16203441,SAHB,2016-01-19 06:40:00,1182-Trfc Collision-No Inj,38.6061,-121.508045,3.0,5,S,25.307,520.6,35.0,315042,4,0.07099999999991269,38.606772,-121.508307,319314,4,-0.6369999999999436,38.59712800000001,-121.504128,True,False
19,16203442,SAHB,2016-01-19 06:40:00,1183-Trfc Collision-Unkn Inj,38.6061,-121.508045,3.0,5,S,25.307,520.6,40.0,315042,4,0.07099999999991269,38.606772,-121.508307,319314,4,-0.6369999999999436,38.59712800000001,-121.504128,True,False
20,16204978,SAHB,2016-01-19 16:40:00,1183-Trfc Collision-Unkn Inj,38.560294,-121.458088,3.0,50,E,R0.866,6.5,60.0,313728,5,-0.15500000000000025,38.560792,-121.460789,314270,5,0.5870000000000006,38.557427,-121.447777,False,False
21,16205520,SAHB,2016-01-19 22:15:00,1183-Trfc Collision-Unkn Inj,38.615133,-121.535252,3.0,80,E,M1.382,85.3,50.0,315804,3,-0.9949999999999904,38.603275,-121.544294,319147,3,0.28000000000000114,38.617763,-121.530528,False,False
22,16211676,SAHB,2016-01-22 20:50:00,1183-Trfc Collision-Unkn Inj,38.616689,-121.420464,3.0,51,N,5.3,5.3,35.0,312895,4,-0.20000000000000007,38.615045,-121.422286,312896,3,0.6000000000000005,38.624557,-121.415907,False,True
23,16214768,SAHB,2016-01-24 16:30:00,1183-Trfc Collision-Unkn Inj,38.592036,-121.552389,3.0,80,W,R11.2,83.4,65.0,319142,3,0.8769999999999953,38.603117,-121.544779,317885,3,-0.21299999999999386,38.589094,-121.55429,False,False
24,16219660,SAHB,2016-01-28 06:20:00,1182-Trfc Collision-No Inj,38.657214,-121.364439,3.0,80,W,12.087,95.6,75.0,314491,5,0.25,38.659699,-121.361733,313368,6,-0.2999999999999972,38.65368,-121.368403,False,False
25,16219661,SAHB,2016-01-28 06:20:00,1182-Trfc Collision-No Inj,38.657214,-121.364439,3.0,80,W,12.087,95.6,75.0,314491,5,0.25,38.659699,-121.361733,313368,6,-0.2999999999999972,38.65368,-121.368403,False,False
26,16219671,SAHB,2016-01-28 06:15:00,1182-Trfc Collision-No Inj,38.657214,-121.364439,3.0,80,W,12.087,95.6,70.0,314491,5,0.25,38.659699,-121.361733,313368,6,-0.2999999999999972,38.65368,-121.368403,False,False
27,16219696,SAHB,2016-01-28 06:15:00,1182-Trfc Collision-No Inj,38.648943,-121.373997,3.0,80,W,R11.162,94.8,60.0,313368,6,0.5,38.65368,-121.368403,314165,2,-0.5949999999999989,38.645422,-121.3844,False,False
28,16223415,SAHB,2016-01-29 19:30:00,1179-Trfc Collision-1141 Enrt,38.593428,-121.444756,3.0,51,N,3.1,3.1,65.0,312865,4,-0.10000000000000007,38.591949,-121.445317,314147,2,0.3780000000000001,38.598455,-121.442291,False,True
29,16225174,SAHB,2016-01-30 18:20:00,1183-Trfc Collision-Unkn Inj,38.476147,-121.424954,3.0,99,S,17.855,292.3,45.0,317903,3,0.4449999999999932,38.481465,-121.430545,314501,3,-0.1809999999999832,38.47447,-121.423178,True,False
30,16228715,SAHB,2016-02-02 06:10:00,20002-Hit and Run No Injuries,38.648943,-121.373997,3.0,80,W,R11.162,94.8,45.0,313368,6,0.5,38.65368,-121.368403,314165,2,-0.5949999999999989,38.645422,-121.3844,False,False
31,16228903,SAHB,2016-02-02 07:40:00,1182-Trfc Collision-No Inj,38.560374,-121.481408,3.0,50,E,L2.044,5.2,65.0,312139,5,-0.4770000000000003,38.562532,-121.48956,318282,4,0.12199999999999987,38.559773,-121.479137,True,False
32,16235493,SAHB,2016-02-05 12:35:00,1183-Trfc Collision-Unkn Inj,38.560519,-121.458057,3.0,50,W,R0.866,6.5,40.0,318218,5,0.5860000000000003,38.557688,-121.447696,312103,4,-0.2709999999999999,38.561005,-121.462852,False,True
33,16235754,SAHB,2016-02-05 14:40:00,20002-Hit and Run No Injuries,38.544779,-121.47398,3.0,99,S,23.355,297.8,45.0,312564,4,0.06499999999999773,38.545438,-121.473985,318859,4,-0.17000000000001592,38.542034,-121.473929,False,True
34,16235940,SAHB,2016-02-05 16:05:00,1182-Trfc Collision-No Inj,38.560294,-121.458088,3.0,50,E,R0.866,6.5,35.0,313728,5,-0.15500000000000025,38.560792,-121.460789,314270,5,0.5870000000000006,38.557427,-121.447777,False,False
35,16237522,SAHB,2016-02-06 12:45:00,1182-Trfc Collision-No Inj,38.555416,-121.440942,3.0,50,W,R1.866,7.5,75.0,312236,4,0.033999999999999815,38.555045,-121.440194,318218,5,-0.4139999999999997,38.557688,-121.447696,False,False
36,16239461,SAHB,2016-02-09 09:00:00,1179-Trfc Collision-1141 Enrt,38.740086,-121.273459,3.0,80,E,1.687,103.2,50.0,318927,3,-0.4210000000000065,38.735774,-121.27808799999998,318666,4,0.15500000000000114,38.742441,-121.271691,False,False
37,16240427,SAHB,2016-02-09 16:05:00,1182-Trfc Collision-No Inj,38.679906,-121.339326,3.0,80,E,14.187,97.7,55.0,313406,5,-0.5,38.67435800000001,-121.345413,314460,4,0.20999999999999366,38.682166,-121.336991,False,False
38,16240756,SAHB,2016-02-09 18:30:00,1182-Trfc Collision-No Inj,38.60879,-121.429527,3.0,51,S,4.518,4.5,55.0,313197,4,0.08199999999999985,38.609724,-121.428528,318540,4,-0.3039999999999994,38.605475,-121.433198,False,False
39,16240790,SAHB,2016-02-09 18:45:00,1179-Trfc Collision-1141 Enrt,38.453767,-121.409159,3.0,99,S,16.055,290.5,40.0,316399,2,0.14299999999997226,38.455995,-121.410189,312570,2,-0.5219999999999914,38.446976,-121.405903,True,False
40,16246715,SAHB,2016-02-12 15:25:00,1179-Trfc Collision-1141 Enrt,38.496395,-121.446463,3.0,99,S,19.655,294.1,70.0,318029,3,0.5919999999999845,38.503097,-121.453645,317974,3,-0.7110000000000127,38.488638,-121.438162,True,True
41,16253206,SAHB,2016-02-16 07:25:00,1183-Trfc Collision-Unkn Inj,38.41925,-121.393301,3.0,99,N,13.53,288.0,40.0,314697,2,-0.3849999999999909,38.414345,-121.391057,313166,2,0.25,38.423041,-121.39498600000002,False,True
42,16256452,SAHB,2016-02-17 15:40:00,1179-Trfc Collision-1141 Enrt,38.476147,-121.424954,3.0,99,S,17.855,292.3,40.0,317903,3,0.4449999999999932,38.481465,-121.430545,314501,3,-0.1809999999999832,38.47447,-121.423178,True,False
43,16256476,SAHB,2016-02-17 15:50:00,1179-Trfc Collision-1141Enrt,38.476147,-121.424954,3.0,99,S,17.855,292.3,66.0,317903,3,0.4449999999999932,38.481465,-121.430545,314501,3,-0.1809999999999832,38.47447,-121.423178,True,False
44,16257961,SAHB,2016-02-18 07:05:00,1182-Trfc Collision-No Inj,38.651058,-121.530732,3.0,5,S,28.707,524.0,60.0,318721,4,0.29099999999994,38.655569,-121.533158,317354,4,-0.12000000000000455,38.650082,-121.53017,True,False
45,16258729,SAHB,2016-02-18 12:45:00,1183-Trfc Collision-Unkn Inj,38.754294,-121.263932,3.0,80,E,2.787,104.3,25.0,318942,4,-0.26200000000000045,38.751276,-121.265928,318801,4,0.17399999999999238,38.756912,-121.262242,True,True
46,16259096,SAHB,2016-02-18 16:00:00,1182-Trfc Collision-No Inj,38.552086,-121.41584,3.0,50,E,R3.266,8.9,25.0,319212,4,-0.5090000000000003,38.55045300000001,-121.425675,313698,4,0.19399999999999906,38.552804,-121.413084,False,False
47,16259418,SAHB,2016-02-18 18:20:00,1183-Trfc Collision-Unkn Inj,38.550088,-121.474048,3.0,99,S,23.755,298.2,45.0,312566,3,0.271000000000015,38.55419000000001,-121.474301,312564,4,-0.33499999999997954,38.545438,-121.473985,True,False
48,16261188,SAHB,2016-02-19 16:15:00,1182-Trfc Collision-No Inj,38.638015,-121.405089,3.0,80,W,M8.982,92.9,50.0,313487,2,0.2049999999999983,38.638915,-121.402197,316032,3,-0.4550000000000125,38.637542,-121.414023,False,True
49,16262928,SAHB,2016-02-20 14:20:00,1179-Trfc Collision-1141 Enrt,38.550306,-121.473874,3.0,99,N,23.73,298.2,35.0,318566,4,-0.3100000000000023,38.545438,-121.473752,318575,3,0.30000000000001137,38.554254,-121.47405,False,False
50,16263380,SAHB,2016-02-20 18:55:00,1179-Trfc Collision-1141 Enrt,38.657214,-121.364439,3.0,80,W,12.087,95.6,40.0,314491,5,0.25,38.659699,-121.361733,313368,6,-0.2999999999999972,38.65368,-121.368403,False,False
51,16264238,SAHB,2016-02-21 10:20:00,1183-Trfc Collision-Unkn Inj,38.54384500000001,-121.473781,3.0,99,N,23.33,297.8,45.0,312562,4,-0.14500000000003865,38.542033,-121.4737,318566,4,0.08999999999997499,38.545438,-121.473752,True,False
52,16264535,SAHB,2016-02-21 13:40:00,1182-Trfc Collision-No Inj,39.079776,-120.959224,3.0,80,W,31.902,133.4,30.0,316264,2,1.2059999999999889,39.095642,-120.94967,317430,2,-0.1740000000000066,39.077785,-120.960346,True,True
53,16265960,SAHB,2016-02-22 16:00:00,1179-Trfc Collision-1141 Enrt,38.808636,-121.198572,3.0,80,E,7.987,109.5,30.0,317018,3,-0.09999999999999433,38.807915,-121.199418,316733,3,0.7999999999999972,38.817475,-121.188052,False,False
54,16266874,SAHB,2016-02-23 06:10:00,1183-Trfc Collision-Unkn Inj,38.538242,-121.473675,3.0,99,N,22.93,297.4,55.0,317896,4,-0.3299999999999841,38.533758,-121.472162,312562,4,0.25499999999999545,38.542033,-121.4737,False,False
55,16270415,SAHB,2016-02-24 18:10:00,1183-Trfc Collision-Unkn Inj,38.657333,-121.363836,3.0,80,E,12.187,95.7,50.0,313376,6,-0.3079999999999927,38.654449,-121.366977,316328,5,0.2220000000000084,38.660308,-121.36059,False,True
56,16271141,SAHB,2016-02-25 07:20:00,1183-Trfc Collision-Unkn Inj,38.605642,-121.275549,3.0,50,W,R12.166,17.8,40.0,314059,3,0.37000000000000105,38.609151,-121.270397,313640,4,-0.3780000000000001,38.600323,-121.277375,True,False
57,16271142,SAHB,2016-02-25 07:20:00,1179-Trfc Collision-1141 Enrt,38.605642,-121.275549,3.0,50,W,R12.166,17.8,45.0,314059,3,0.37000000000000105,38.609151,-121.270397,313640,4,-0.3780000000000001,38.600323,-121.277375,True,False
58,16272111,SAHB,2016-02-25 15:30:00,1183-Trfc Collision-Unkn Inj,38.686242,-121.332343,3.0,80,E,14.787,98.3,35.0,314446,4,-0.2010000000000076,38.684216,-121.334706,313420,4,0.10000000000000853,38.687489,-121.331079,False,False
59,16272446,SAHB,2016-02-25 17:40:00,1179-Trfc Collision-1141 Enrt,38.721919,-121.29365,3.0,80,W,17.987,101.5,50.0,313493,3,0.20000000000000284,38.72404,-121.291349,313475,4,-0.2999999999999972,38.718633,-121.297486,False,False
60,16272447,SAHB,2016-02-25 17:40:00,1179-Trfc Collision-1141 Enrt,38.721919,-121.29365,3.0,80,W,17.987,101.5,50.0,313493,3,0.20000000000000284,38.72404,-121.291349,313475,4,-0.2999999999999972,38.718633,-121.297486,False,False
61,16272547,SAHB,2016-02-25 18:20:00,1183-Trfc Collision-Unkn Inj,38.592828,-121.284164,3.0,50,E,R11.166,16.8,45.0,319016,4,-0.1999999999999993,38.591295,-121.286687,313646,4,0.6219999999999999,38.60028300000001,-121.277138,False,False
62,16273259,SAHB,2016-02-26 07:20:00,1182-Trfc Collision-No Inj,38.643269,-121.526485,3.0,5,S,28.107,523.4,40.0,315955,3,0.03200000000003912,38.644101,-121.526913,315938,4,-0.1169999999999618,38.642112,-121.525828,True,False
63,16277604,SAHB,2016-02-28 11:25:00,1179-Trfc Collision-1141 Enrt,38.631776,-121.398031,3.0,51,S,7.018,7.0,67.0,312942,3,0.5510000000000002,38.635616,-121.38843500000002,319268,3,-0.1479999999999997,38.631278,-121.399991,True,False
64,16277869,SAHB,2016-02-28 14:30:00,1179-Trfc Collision-1141 Enrt,38.596377,-121.443656,3.0,51,N,3.3,3.3,40.0,312865,4,-0.2999999999999998,38.591949,-121.445317,314147,2,0.17800000000000038,38.598455,-121.442291,False,True
65,16278915,SAHB,2016-02-29 07:05:00,1183-Trfc Collision-Unkn Inj,38.675008,-121.345304,3.0,80,W,13.687,97.2,45.0,314433,4,0.6069999999999993,38.681378,-121.338403,313405,4,0.0,38.674709,-121.345726,False,False
66,16280343,SAHB,2016-02-29 19:00:00,1183-Trfc Collision-Unkn Inj,38.562208,-121.487224,3.0,50,W,L1.744,4.9,30.0,313874,4,0.4219999999999997,38.560047,-121.479023,318493,5,-0.1770000000000005,38.562769,-121.48946200000002,False,True
67,16289949,SAHB,2016-03-05 12:55:00,1179-Trfc Collision-1141 Enrt,38.75805,-121.26145,3.0,80,E,3.087,104.6,60.0,318801,4,-0.12600000000000475,38.756912,-121.262242,318844,4,0.07000000000000739,38.759443,-121.260582,False,False
68,16290050,SAHB,2016-03-05 13:40:00,1183-Trfc Collision-Unkn Inj,38.515101,-121.462561,3.0,99,S,21.255,295.7,60.0,318036,3,0.2820000000000391,38.519487,-121.464869,312517,3,-0.2919999999999732,38.511798,-121.460836,False,True
69,16293718,SAHB,2016-03-07 11:30:00,1179-Trfc Collision-1141 Enrt,38.601789,-121.505805,3.0,5,S,25.007,520.3,30.0,315042,4,0.3709999999999809,38.606772,-121.508307,319314,4,-0.3369999999998754,38.59712800000001,-121.504128,True,False
70,16299151,SAHB,2016-03-10 08:05:00,1183-Trfc Collision-Unkn Inj,38.589033,-121.446598,3.0,51,S,2.8,2.8,20.0,312757,5,0.52,38.596473,-121.443813,312857,3,-0.3999999999999999,38.585454,-121.451307,False,False
71,16299704,SAHB,2016-03-11 14:55:00,1182-Trfc Collision-No Inj,38.596377,-121.443656,3.0,51,N,3.3,3.3,65.0,312865,4,-0.2999999999999998,38.591949,-121.445317,314147,2,0.17800000000000038,38.598455,-121.442291,False,True
72,16299706,SAHB,2016-03-11 14:55:00,1182-Trfc Collision-No Inj,38.596377,-121.443656,3.0,51,N,3.3,3.3,65.0,312865,4,-0.2999999999999998,38.591949,-121.445317,314147,2,0.17800000000000038,38.598455,-121.442291,False,True
73,16299770,SAHB,2016-03-11 15:20:00,1182-Trfc Collision-No Inj,38.565596,-121.470416,3.0,51,N,0.5,0.5,55.0,313956,3,-0.396,38.560187,-121.472685,312689,4,0.18000000000000005,38.568104,-121.469267,False,False
74,16299771,SAHB,2016-03-11 15:20:00,1182-Trfc Collision-No Inj,38.565596,-121.470416,3.0,51,N,0.5,0.5,50.0,313956,3,-0.396,38.560187,-121.472685,312689,4,0.18000000000000005,38.568104,-121.469267,False,False
75,16305208,SAHB,2016-03-14 07:35:00,1182-Trfc Collision-No Inj,38.648943,-121.373997,3.0,80,W,R11.162,94.8,25.0,313368,6,0.5,38.65368,-121.368403,314165,2,-0.5949999999999989,38.645422,-121.3844,False,False
76,16307385,SAHB,2016-03-15 09:15:00,1183-Trfc Collision-Unkn Inj,38.565086,-121.498009,3.0,50,W,L1.044,4.2,25.0,312010,5,0.3069999999999995,38.563789,-121.49321100000002,318152,4,-0.4200000000000004,38.56718400000001,-121.505896,True,False
77,16309354,SAHB,2016-03-16 08:25:00,1179-Trfc Collision-1141 Enrt,38.466925,-121.496992,3.0,5,N,14.907,510.2,55.0,317260,3,-0.5869999999999322,38.458778,-121.494284,317830,3,0.4430000000000405,38.472735,-121.500798,False,False
78,16310487,SAHB,2016-03-16 17:45:00,1182-Trfc Collision-No Inj,38.673639,-121.722574,3.0,5,S,5.155,535.1,55.0,317229,2,0.01599999999996271,38.673641,-121.721947,317381,2,-1.5840000000000602,38.673507,-121.692329,False,False
79,16312613,SAHB,2016-03-17 17:25:00,1182-Trfc Collision-No Inj,38.611538,-121.264052,3.0,50,W,12.93,18.6,60.0,313625,3,0.5700000000000003,38.615434,-121.253749,314059,3,-0.4299999999999997,38.609151,-121.270397,False,False
80,16314874,SAHB,2016-03-18 18:05:00,1179-Trfc Collision-1141Enrt,38.661342,-120.942813,3.0,50,E,8.002,36.8,50.0,316690,2,-0.9519999999999982,38.65945,-120.960206,316699,2,0.038000000000003815,38.661447,-120.942237,False,False
81,16314875,SAHB,2016-03-18 18:05:00,1179-Trfc Collision-1141 Enrt,38.661342,-120.942813,3.0,50,E,8.002,36.8,45.0,316690,2,-0.9519999999999982,38.65945,-120.960206,316699,2,0.038000000000003815,38.661447,-120.942237,False,False
82,16316825,SAHB,2016-03-19 17:00:00,1182-Trfc Collision-No Inj,38.550306,-121.473874,3.0,99,N,23.73,298.2,60.0,318566,4,-0.3100000000000023,38.545438,-121.473752,318575,3,0.30000000000001137,38.554254,-121.47405,False,False
83,16317183,SAHB,2016-03-19 21:05:00,1179-Trfc Collision-1141 Enrt,38.625907,-121.412439,3.0,51,N,6.1,6.1,20.0,312896,3,-0.1999999999999993,38.624557,-121.415907,312898,3,0.10000000000000052,38.626589,-121.410943,False,False
84,16320538,SAHB,2016-03-22 07:05:00,1182-Trfc Collision-No Inj,38.563686,-121.34143,3.0,50,W,R7.466,13.1,100.0,313003,4,0.034000000000000696,38.564145,-121.340221,313846,4,-0.4019999999999993,38.562181,-121.347761,False,False
85,16323419,SAHB,2016-03-23 14:15:00,1179-Trfc Collision-1141 Enrt,38.593428,-121.444756,3.0,51,N,3.1,3.1,40.0,312865,4,-0.10000000000000007,38.591949,-121.445317,314147,2,0.3780000000000001,38.598455,-121.442291,False,True
86,16323431,SAHB,2016-03-23 14:15:00,1179-Trfc Collision-1141Enrt,38.593428,-121.444756,3.0,51,N,3.1,3.1,45.0,312865,4,-0.10000000000000007,38.591949,-121.445317,314147,2,0.3780000000000001,38.598455,-121.442291,False,True
87,16323518,SAHB,2016-03-23 14:50:00,1182-Trfc Collision-No Inj,38.560519,-121.458057,3.0,50,W,R0.866,6.5,45.0,318218,5,0.5860000000000003,38.557688,-121.447696,312103,4,-0.2709999999999999,38.561005,-121.462852,False,True
88,16328552,SAHB,2016-03-25 22:55:00,1179-Trfc Collision-1141 Enrt,38.56368300000001,-121.636625,3.0,80,E,5.9,78.1,45.0,318053,3,-0.20899999999998886,38.563017,-121.640097,316803,3,1.034000000000006,38.567081,-121.617723,False,False
89,16334998,SAHB,2016-03-29 15:25:00,20002-Hit and Run No Injuries,38.424242,-121.395557,3.0,99,N,13.83,288.3,50.0,313166,2,-0.05000000000001137,38.423041,-121.39498600000002,313172,2,0.17000000000001592,38.42605,-121.396344,False,False
90,16335723,SAHB,2016-03-29 22:10:00,1179-Trfc Collision-1141 Enrt,38.593428,-121.444756,3.0,51,N,3.1,3.1,35.0,312865,4,-0.10000000000000007,38.591949,-121.445317,314147,2,0.3780000000000001,38.598455,-121.442291,False,True
91,16337247,SAHB,2016-03-30 16:50:00,1179-Trfc Collision-1141 Enrt,38.68924000000001,-121.54002,3.0,99,N,33.603,300.3,40.0,317876,2,-0.8360000000000127,38.671076,-121.53991,316835,2,1.896999999999992,38.716234,-121.540246,False,False
92,16339939,SAHB,2016-04-01 06:30:00,1179-Trfc Collision-1141 Enrt,38.457042,-121.410537,3.0,99,N,16.23,290.7,40.0,312648,2,-0.05000000000001137,38.45578,-121.409874,312651,2,0.06299999999998818,38.45731,-121.410614,True,False
93,16344385,SAHB,2016-04-03 11:05:00,1179-Trfc Collision-1141 Enrt,38.581314,-121.463473,3.0,51,N,1.6,1.6,45.0,312745,3,-0.10000000000000007,38.579355,-121.46446,313951,3,0.3999999999999999,38.584522,-121.458575,False,False
94,16345427,SAHB,2016-04-03 21:25:00,1181-Trfc Collision-Minor Inj,38.47535300000001,-121.423849,3.0,99,N,17.73,292.2,60.0,312382,3,-0.2699999999999818,38.472175,-121.420424,312386,3,0.18000000000000682,38.477202,-121.425725,True,False
95,16355265,SAHB,2016-04-08 14:35:00,1179-Trfc Collision-1141 Enrt,38.536806,-121.515047,3.0,5,S,20.207,515.5,65.0,318680,4,0.4780000000000655,38.542764,-121.509859,314799,4,-0.3269999999999982,38.533005,-121.517534,False,True
96,16357132,SAHB,2016-04-09 11:25:00,1179-Trfc Collision-1141 Enrt,38.623971,-121.417755,3.0,51,S,5.818,5.8,75.0,314598,3,0.08200000000000074,38.624625,-121.416118,313204,4,-1.0780000000000003,38.611244,-121.426816,True,False
97,16357798,SAHB,2016-04-09 16:50:00,1179-Trfc Collision-1141 Enrt,38.595165,-121.444301,3.0,51,S,3.2,3.2,55.0,312757,5,0.11999999999999965,38.596473,-121.443813,312857,3,-0.8000000000000003,38.585454,-121.451307,False,False
98,16358002,SAHB,2016-04-09 18:45:00,1183-Trfc Collision-Unkn Inj,38.739986,-121.273869,3.0,80,W,1.587,103.1,30.0,316438,4,0.2550000000000097,38.742518,-121.271844,318934,3,-0.3170000000000073,38.735947,-121.27826,True,False
99,16362901,SAHB,2016-04-12 15:00:00,1183-Trfc Collision-Unkn Inj,38.657333,-121.363836,3.0,80,E,12.187,95.7,35.0,313376,6,-0.3079999999999927,38.654449,-121.366977,316328,5,0.2220000000000084,38.660308,-121.36059,False,True
100,16364352,SAHB,2016-04-13 09:05:00,1183-Trfc Collision-Unkn Inj,38.496395,-121.446463,3.0,99,S,19.655,294.1,25.0,318029,3,0.5919999999999845,38.503097,-121.453645,317974,3,-0.7110000000000127,38.488638,-121.438162,True,True
101,16364561,SAHB,2016-04-13 11:50:00,1182-Trfc Collision-No Inj,38.538242,-121.473675,3.0,99,N,22.93,297.4,50.0,317896,4,-0.3299999999999841,38.533758,-121.472162,312562,4,0.25499999999999545,38.542033,-121.4737,False,False
102,16366893,SAHB,2016-04-14 14:05:00,1179-Trfc Collision-1141 Enrt,38.404779,-121.385818,3.0,99,N,12.43,286.9,35.0,317870,2,-0.42999999999995003,38.399359,-121.382103,319481,2,0.20200000000005505,38.407434,-121.38755,True,True
103,16369012,SAHB,2016-04-15 13:55:00,1183-Trfc Collision-Unkn Inj,38.75805,-121.26145,3.0,80,E,3.087,104.6,45.0,318801,4,-0.12600000000000475,38.756912,-121.262242,318844,4,0.07000000000000739,38.759443,-121.260582,False,False
104,16369235,SAHB,2016-04-15 15:15:00,1179-Trfc Collision-1141Enrt,38.568822,-121.330825,3.0,50,W,R8.066,13.7,35.0,313790,4,0.2040000000000024,38.570067,-121.328183,313005,4,-0.26599999999999824,38.566451,-121.335551,False,False
105,16374076,SAHB,2016-04-18 06:35:00,1179-Trfc Collision-1141Enrt,38.524757,-121.46745,3.0,99,N,21.93,296.4,25.0,312525,3,-0.06499999999999773,38.52394,-121.466959,312527,3,0.1400000000000432,38.526685,-121.468411,True,True
106,16375118,SAHB,2016-04-18 15:10:00,1182-Trfc Collision-No Inj,38.70745,-121.309802,3.0,80,W,16.687,100.2,30.0,313468,4,0.5,38.713156,-121.303518,313450,4,0.0,38.707666,-121.309534,False,False
